year,technology,capacity_GW_low,capacity_GW_mid,capacity_GW_high,source,scenario,notes,url
2031,gas_ccgt,,25.45,,NESO_FES_2025,Electric Engagement,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,gas_ccgt,,32.34,,NESO_FES_2025,Falling Behind,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,gas_ccgt,,22.83,,NESO_FES_2025,Holistic Transition,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,gas_ccgt,,23.73,,NESO_FES_2025,Hydrogen Evolution,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,gas_ccgt,,28.53,,NESO_FES_2025,Electric Engagement,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,gas_ccgt,,32.34,,NESO_FES_2025,Falling Behind,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,gas_ccgt,,24.31,,NESO_FES_2025,Holistic Transition,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,gas_ccgt,,24.21,,NESO_FES_2025,Hydrogen Evolution,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,gas_ccgt,,28.53,,NESO_FES_2025,Electric Engagement,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,gas_ccgt,,33.79,,NESO_FES_2025,Falling Behind,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,gas_ccgt,,24.8,,NESO_FES_2025,Holistic Transition,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,gas_ccgt,,23.89,,NESO_FES_2025,Hydrogen Evolution,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,gas_ccgt,,21.14,,NESO_FES_2025,Electric Engagement,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,gas_ccgt,,33.79,,NESO_FES_2025,Falling Behind,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,gas_ccgt,,20.75,,NESO_FES_2025,Holistic Transition,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,gas_ccgt,,22.59,,NESO_FES_2025,Hydrogen Evolution,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,gas_ccgt,,18.64,,NESO_FES_2025,Electric Engagement,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,gas_ccgt,,34.7,,NESO_FES_2025,Falling Behind,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,gas_ccgt,,19.55,,NESO_FES_2025,Holistic Transition,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,gas_ccgt,,23.92,,NESO_FES_2025,Hydrogen Evolution,Gen_BB009 'CCGTs (non CHP)' — FES 2025 does NOT split unabated CCGT vs gas+CCS; this number is total gas CCGT capacity (abated + unabated combined).,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,gas_ccs,,4.2,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB 2030 (3 GW) and 2035 (9 GW). CCC 7CB: gas-CCS capacity 3 GW (2030) -> 9 GW (2035) -> 18 GW (2050). 2035 anchor used directly where year=2035.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2032,gas_ccs,,5.4,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB 2030 (3 GW) and 2035 (9 GW). CCC 7CB: gas-CCS capacity 3 GW (2030) -> 9 GW (2035) -> 18 GW (2050). 2035 anchor used directly where year=2035.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2033,gas_ccs,,6.6,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB 2030 (3 GW) and 2035 (9 GW). CCC 7CB: gas-CCS capacity 3 GW (2030) -> 9 GW (2035) -> 18 GW (2050). 2035 anchor used directly where year=2035.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2034,gas_ccs,,7.8,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB 2030 (3 GW) and 2035 (9 GW). CCC 7CB: gas-CCS capacity 3 GW (2030) -> 9 GW (2035) -> 18 GW (2050). 2035 anchor used directly where year=2035.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2035,gas_ccs,,9.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB 2030 (3 GW) and 2035 (9 GW). CCC 7CB: gas-CCS capacity 3 GW (2030) -> 9 GW (2035) -> 18 GW (2050). 2035 anchor used directly where year=2035.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2031,hydrogen_electrolysis,,1.08,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,hydrogen_electrolysis,,0.11,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,hydrogen_electrolysis,,1.11,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,hydrogen_electrolysis,,0.8,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,hydrogen_electrolysis,,1.11,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,hydrogen_electrolysis,,0.11,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,hydrogen_electrolysis,,1.15,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,hydrogen_electrolysis,,2.96,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,hydrogen_electrolysis,,1.13,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,hydrogen_electrolysis,,0.16,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,hydrogen_electrolysis,,1.38,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,hydrogen_electrolysis,,4.14,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,hydrogen_electrolysis,,1.19,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,hydrogen_electrolysis,,0.26,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,hydrogen_electrolysis,,1.57,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,hydrogen_electrolysis,,6.77,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,hydrogen_electrolysis,,1.51,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,hydrogen_electrolysis,,0.37,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,hydrogen_electrolysis,,2.12,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,hydrogen_electrolysis,,11.82,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,interconnectors,,13.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (12 GW) and 2040 (22 GW). CCC 7CB / NESO Beyond 2030: ~12 GW by 2030 -> 22 GW (2040 interp) -> 28 GW (2050).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2031,interconnectors,12.0,12.0,12.0,DESNZ_CP30_ActionPlan,"CP30 anchor (2030 value, held at 2031)",Clean Power 2030 Action Plan is a 2030 milestone plan; no native 2031-2035 figures. Row carries the CP30 2030 range forward as a floor for 2031. 12 GW by 2030 per Clean Power 2030 / NESO; only 2030 anchor in CP30.,https://www.gov.uk/government/publications/clean-power-2030-action-plan
2031,interconnectors,,16.9,,NESO_FES_2025,Electric Engagement,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,interconnectors,,11.7,,NESO_FES_2025,Falling Behind,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,interconnectors,,11.7,,NESO_FES_2025,Holistic Transition,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,interconnectors,,11.7,,NESO_FES_2025,Hydrogen Evolution,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,interconnectors,,14.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (12 GW) and 2040 (22 GW). CCC 7CB / NESO Beyond 2030: ~12 GW by 2030 -> 22 GW (2040 interp) -> 28 GW (2050).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2032,interconnectors,,17.6,,NESO_FES_2025,Electric Engagement,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,interconnectors,,11.7,,NESO_FES_2025,Falling Behind,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,interconnectors,,16.9,,NESO_FES_2025,Holistic Transition,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,interconnectors,,11.7,,NESO_FES_2025,Hydrogen Evolution,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,interconnectors,,18.0,,Ofgem_CapFloor,Second cap-and-floor window approvals,Total approved GB interconnector capacity reaches over 18 GW by 2032 per Ofgem decision (December 2024 approvals).,https://www.ofgem.gov.uk/press-release/empowering-great-britain-clean-and-flexible-energy-future-next-generation-interconnectors
2033,interconnectors,,15.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (12 GW) and 2040 (22 GW). CCC 7CB / NESO Beyond 2030: ~12 GW by 2030 -> 22 GW (2040 interp) -> 28 GW (2050).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2033,interconnectors,,19.4,,NESO_FES_2025,Electric Engagement,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,interconnectors,,11.7,,NESO_FES_2025,Falling Behind,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,interconnectors,,16.9,,NESO_FES_2025,Holistic Transition,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,interconnectors,,12.95,,NESO_FES_2025,Hydrogen Evolution,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,interconnectors,,16.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (12 GW) and 2040 (22 GW). CCC 7CB / NESO Beyond 2030: ~12 GW by 2030 -> 22 GW (2040 interp) -> 28 GW (2050).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
